rock_type,abbrev,岩石属性,density,det_den,vp,dvp,vs,dvs,pressure,pressure_unit,temperature,felsic_or_mafic,rock_facies,sio2_wt,source,method,岩石分类,变质程度,地质意义
Gabbronorite,,辉长苏长岩,2957,,6.966,,3.838,,200,MPa,25,mafic,,49.96,Miller&Christensen 1994,compiled_518_strict,火成岩,-,辉长岩与苏长岩过渡类型，含两种辉石
Gabbronorite,,辉长苏长岩,2957,,7.054,,3.897,,400,MPa,25,mafic,,49.96,Miller&Christensen 1994,compiled_518_strict,火成岩,-,辉长岩与苏长岩过渡类型，含两种辉石
Gabbronorite,,辉长苏长岩,2957,,7.096,,3.911,,600,MPa,25,mafic,,49.96,Miller&Christensen 1994,compiled_518_strict,火成岩,-,辉长岩与苏长岩过渡类型，含两种辉石
Amphibolite,,斜长角闪岩,3000,,6.113,,3.242,,100,MPa,25,mafic,,56.55,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3000,,6.506,,3.499,,200,MPa,25,mafic,,56.55,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3000,,6.82,,3.876,,400,MPa,25,mafic,,56.55,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,3000,,6.947,,3.951,,600,MPa,25,mafic,,56.55,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2878,,6.519,,3.753,,100,MPa,25,mafic,,57.43,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2878,,6.651,,3.837,,200,MPa,25,mafic,,57.43,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2878,,6.74,,3.919,,400,MPa,25,mafic,,57.43,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2878,,6.783,,3.932,,600,MPa,25,mafic,,57.43,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2968,,6.236,,3.421,,100,MPa,25,mafic,amphibolite,47.39,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2968,,6.553,,3.593,,200,MPa,25,mafic,amphibolite,47.39,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2968,,6.793,,3.807,,400,MPa,25,mafic,amphibolite,47.39,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2968,,6.876,,3.837,,600,MPa,25,mafic,amphibolite,47.39,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2938,,5.947,,3.244,,100,MPa,25,mafic,amphibolite,51.99,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2938,,6.344,,3.576,,200,MPa,25,mafic,amphibolite,51.99,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2938,,6.653,,3.898,,400,MPa,25,mafic,amphibolite,51.99,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Amphibolite,,斜长角闪岩,2938,,6.787,,3.953,,600,MPa,25,mafic,amphibolite,51.99,Miller&Christensen 1994,compiled_518_strict,变质岩,角闪岩相,中地壳基性变质岩，代表岛弧或洋壳俯冲变质作用
Serpentinized Clinopyroxenite,,蛇纹石化单斜辉石岩,2997,,7.214,,3.964,,100,MPa,25,ultramafic,,40.43,Miller&Christensen 1994,compiled_518_strict,变质岩（蚀变）,蛇纹石化,单斜辉石岩蛇纹石化，常见于蛇绿岩
Serpentinized Clinopyroxenite,,蛇纹石化单斜辉石岩,2997,,7.317,,4.077,,200,MPa,25,ultramafic,,40.43,Miller&Christensen 1994,compiled_518_strict,变质岩（蚀变）,蛇纹石化,单斜辉石岩蛇纹石化，常见于蛇绿岩
Serpentinized Clinopyroxenite,,蛇纹石化单斜辉石岩,2997,,7.403,,4.21,,400,MPa,25,ultramafic,,40.43,Miller&Christensen 1994,compiled_518_strict,变质岩（蚀变）,蛇纹石化,单斜辉石岩蛇纹石化，常见于蛇绿岩
Serpentinized Clinopyroxenite,,蛇纹石化单斜辉石岩,2997,,7.454,,4.247,,600,MPa,25,ultramafic,,40.43,Miller&Christensen 1994,compiled_518_strict,变质岩（蚀变）,蛇纹石化,单斜辉石岩蛇纹石化，常见于蛇绿岩
Gt-hb Gabbro,,石榴子石-角闪石-辉长岩,3152,,6.618,,3.609,,100,MPa,25,,,51.91,Miller&Christensen 1994,compiled_518_strict,,,
Gt-hb Gabbro,,石榴子石-角闪石-辉长岩,3152,,6.965,,3.88,,200,MPa,25,,,51.91,Miller&Christensen 1994,compiled_518_strict,,,
Gt-hb Gabbro,,石榴子石-角闪石-辉长岩,3152,,7.182,,4.103,,400,MPa,25,,,51.91,Miller&Christensen 1994,compiled_518_strict,,,
Gt-hb Gabbro,,石榴子石-角闪石-辉长岩,3152,,7.275,,4.128,,600,MPa,25,,,51.91,Miller&Christensen 1994,compiled_518_strict,,,
Gt Gabbro,,石榴石辉长岩,3213,,7.047,,3.927,,100,MPa,25,mafic,,50.05,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相-榴辉岩相,基性岩高压变质，向榴辉岩过渡
Gt Gabbro,,石榴石辉长岩,3213,,7.255,,4.059,,200,MPa,25,mafic,,50.05,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相-榴辉岩相,基性岩高压变质，向榴辉岩过渡
Gt Gabbro,,石榴石辉长岩,3213,,7.39,,4.197,,400,MPa,25,mafic,,50.05,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相-榴辉岩相,基性岩高压变质，向榴辉岩过渡
Gt Gabbro,,石榴石辉长岩,3213,,7.445,,4.221,,600,MPa,25,mafic,,50.05,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相-榴辉岩相,基性岩高压变质，向榴辉岩过渡
Gt Hornblendite,,石榴石角闪石岩,3332,,7.339,,4.087,,100,MPa,25,mafic/ultramafic,,40.46,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相,基性-超基性岩高压变质，交代成因
Gt Hornblendite,,石榴石角闪石岩,3332,,7.583,,4.284,,200,MPa,25,mafic/ultramafic,,40.46,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相,基性-超基性岩高压变质，交代成因
Gt Hornblendite,,石榴石角闪石岩,3332,,7.779,,4.484,,400,MPa,25,mafic/ultramafic,,40.46,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相,基性-超基性岩高压变质，交代成因
Gt Hornblendite,,石榴石角闪石岩,3332,,7.889,,4.52,,600,MPa,25,mafic/ultramafic,,40.46,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相,基性-超基性岩高压变质，交代成因
Gt Gabbro,,石榴石辉长岩,3322,,7.159,,3.93,,100,MPa,25,mafic,,40.81,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相-榴辉岩相,基性岩高压变质，向榴辉岩过渡
Gt Gabbro,,石榴石辉长岩,3322,,7.66,,4.15,,200,MPa,25,mafic,,40.81,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相-榴辉岩相,基性岩高压变质，向榴辉岩过渡
Gt Gabbro,,石榴石辉长岩,3322,,8.006,,4.461,,400,MPa,25,mafic,,40.81,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相-榴辉岩相,基性岩高压变质，向榴辉岩过渡
Gt Gabbro,,石榴石辉长岩,3322,,8.135,,4.514,,600,MPa,25,mafic,,40.81,Miller&Christensen 1994,compiled_518_strict,变质岩,麻粒岩相-榴辉岩相,基性岩高压变质，向榴辉岩过渡
Websterite,,二辉岩,3335,,7.626,,4.171,,100,MPa,25,ultramafic,,47.95,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,超镁铁质堆晶岩，含等量斜方辉石和单斜辉石
Websterite,,二辉岩,3335,,7.848,,4.335,,200,MPa,25,ultramafic,,47.95,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,超镁铁质堆晶岩，含等量斜方辉石和单斜辉石
Websterite,,二辉岩,3335,,7.969,,4.466,,400,MPa,25,ultramafic,,47.95,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,超镁铁质堆晶岩，含等量斜方辉石和单斜辉石
Websterite,,二辉岩,3335,,8.025,,4.489,,600,MPa,25,ultramafic,,47.95,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,超镁铁质堆晶岩，含等量斜方辉石和单斜辉石
Wehrlite,,异剥橄榄岩,3171,,7.621,,4.298,,100,MPa,25,ultramafic,,49.03,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,橄榄石+单斜辉石，少量斜方辉石，地幔岩
Wehrlite,,异剥橄榄岩,3171,,7.686,,4.345,,200,MPa,25,ultramafic,,49.03,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,橄榄石+单斜辉石，少量斜方辉石，地幔岩
Wehrlite,,异剥橄榄岩,3171,,7.75,,4.394,,400,MPa,25,ultramafic,,49.03,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,橄榄石+单斜辉石，少量斜方辉石，地幔岩
Wehrlite,,异剥橄榄岩,3171,,7.789,,4.405,,600,MPa,25,ultramafic,,49.03,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,橄榄石+单斜辉石，少量斜方辉石，地幔岩
Chromite Dunite,,铬铁矿纯橄岩,3299,,8.262,,4.669,,100,MPa,25,ultramafic,,44.25,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,铬铁矿主要母岩，产出于层状或蛇绿岩型
Chromite Dunite,,铬铁矿纯橄岩,3299,,8.319,,4.716,,200,MPa,25,ultramafic,,44.25,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,铬铁矿主要母岩，产出于层状或蛇绿岩型
Chromite Dunite,,铬铁矿纯橄岩,3299,,8.36,,4.77,,400,MPa,25,ultramafic,,44.25,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,铬铁矿主要母岩，产出于层状或蛇绿岩型
Chromite Dunite,,铬铁矿纯橄岩,3299,,8.382,,4.785,,600,MPa,25,ultramafic,,44.25,Miller&Christensen 1994,compiled_518_strict,火成岩（超镁铁质）,-,铬铁矿主要母岩，产出于层状或蛇绿岩型
Granulated Anorthosite,,细粒化斜长岩,2707,,6.888,,3.694,,600,MPa,25,mafic,,52.52,Manghnani et al 1974,compiled_518_strict,火成岩（变形）,-,韧性变形斜长岩，记录地壳深部变形
Gt-bt-qtz-fsp Gneiss,,石榴石-黑云母-石英-长石片麻岩,2702,,6.569,,3.682,,600,MPa,25,pelitic,granulite,71.34,Manghnani et al 1974,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,富铝副片麻岩
Migmatitic Bt-qtz-fsp Gneiss,,混合岩化黑云母-石英-长石片麻岩,2703,,6.53,,3.659,,600,MPa,25,felsic,amphibolite,69.83,Manghnani et al 1974,compiled_518_strict,变质岩,角闪岩相-麻粒岩相,部分熔融形成的混合岩，记录地壳深熔
Ferroaugite Granulite,,铁透辉石麻粒岩,2728,,6.536,,3.501,,600,MPa,25,mafic,granulite,62.19,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,富铁基性麻粒岩，代表下地壳铁镁质组分
Charnockite,,紫苏花岗岩,2739,,6.484,,3.563,,600,MPa,25,felsic,,67.06,Manghnani et al 1974,compiled_518_strict,火成岩/变质岩,麻粒岩相,下地壳高温-高压产物，代表克拉通基底
Gabbroic Anorthosite Granulite,,辉长质斜长岩麻粒岩,2777,,7.003,,3.666,,600,MPa,25,mafic,,54.45,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,下地壳变质斜长岩，记录高温变质
Gabbroic Anorthosite Granulite,,辉长质斜长岩麻粒岩,2785,,6.943,,3.724,,600,MPa,25,mafic,,54.11,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,下地壳变质斜长岩，记录高温变质
"Quartz, Mangerite",,石英纹长二长岩,2826,,6.549,,3.817,,600,MPa,25,felsic,,60.51,Manghnani et al 1974,compiled_518_strict,火成岩,-,含石英的纹长二长岩
Mangerite,,纹长二长岩,2952,,6.706,,3.728,,600,MPa,25,felsic,,53.35,Manghnani et al 1974,compiled_518_strict,火成岩,-,含紫苏辉石的中酸性岩石，常产于麻粒岩地体
Microcline Granulite,,微斜长石麻粒岩,2984,,7.137,,3.878,,600,MPa,25,felsic,,43.12,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,富钾长石麻粒岩，常为副片麻岩
Gabbroic Granulite,,辉长质麻粒岩,3041,,7.146,,3.992,,600,MPa,25,mafic,granulite,46.44,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,基性下地壳代表性岩石
Py-plg Granulite,,辉石-斜长石麻粒岩,3067,,7.026,,3.908,,600,MPa,25,mafic,granulite,49.17,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,基性麻粒岩，无石榴石
Metasedimentary Granulite,,变质沉积麻粒岩,3086,,6.946,,3.737,,600,MPa,25,可变（pelitic/psammitic）,granulite,46.03,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,沉积原岩经历麻粒岩相变质，高级变质沉积岩
Gabbroic Granulite,,辉长质麻粒岩,3170,,7.223,,4.057,,600,MPa,25,mafic,granulite,43.17,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,基性下地壳代表性岩石
Gabbroic Granulite,,辉长质麻粒岩,3232,,7.082,,3.855,,600,MPa,25,mafic,,42.32,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,基性下地壳代表性岩石
Almandine-cpx Granulite,,铁铝榴石-单斜辉石麻粒岩,3244,,7.228,,4.092,,600,MPa,25,mafic,granulite,47.16,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质产物，反映造山带根部热流事件
Pyroxenite Gneiss,,辉石岩质片麻岩,3714,,7.265,,3.929,,600,MPa,25,ultramafic,,38.91,Manghnani et al 1974,compiled_518_strict,变质岩,麻粒岩相,辉石岩变质片麻岩
Eclogite,,榴辉岩,3270,,8.066,,4.41,,600,MPa,25,mafic,,49.8,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3364,,8.028,,4.312,,600,MPa,25,mafic,,46.04,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3412,,7.974,,4.479,,600,MPa,25,mafic,,48.83,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3422,,8.062,,4.324,,600,MPa,25,mafic,,39.59,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3422,,8.09,,4.527,,600,MPa,25,mafic,,46.56,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3421,,8.001,,4.625,,600,MPa,25,mafic,,48.93,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3424,,7.836,,4.277,,600,MPa,25,mafic,,45.13,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3446,,8.532,,4.682,,600,MPa,25,mafic,,48.9,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3442,,8.124,,4.584,,600,MPa,25,mafic,,48.79,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3462,,8.235,,4.593,,600,MPa,25,mafic,,47.9,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3500,,8.246,,4.471,,600,MPa,25,mafic,,42.51,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3519,,8.115,,4.68,,600,MPa,25,mafic,,44.72,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3539,,8.168,,4.717,,600,MPa,25,mafic,,44.63,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3577,,8.352,,4.817,,600,MPa,25,mafic,,45.08,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Eclogite,,榴辉岩,3585,,8.348,,4.641,,600,MPa,25,mafic,,44.8,Manghnani et al 1974,compiled_518_strict,变质岩,榴辉岩相,超高压变质岩，指示板块俯冲深度>80km
Granulite,,麻粒岩,2681,,6.36,,3.63,,100,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2681,,6.443,,3.67,,200,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2681,,6.523,,3.725,,400,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2681,,6.572,,3.738,,600,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2712,,6.06,,3.25,,100,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2712,,6.166,,3.31,,200,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2712,,6.313,,3.51,,400,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2712,,6.409,,3.576,,600,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2728,,6.49,,3.43,,100,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2728,,6.563,,3.48,,200,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2728,,6.64,,3.555,,400,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2728,,6.689,,3.58,,600,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2830,,6.4,,3.24,,100,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2830,,6.542,,3.33,,200,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2830,,6.656,,3.416,,400,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2830,,6.707,,3.434,,600,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
Granulite,,麻粒岩,2845,,6.4,,3.31,,100,MPa,25,可变（多为mafic/felsic）,granulite,,Christensen&Fountain 1975,compiled_518_strict,变质岩,麻粒岩相,下地壳高温变质岩，常含紫苏辉石
