rock_type,abbrev,岩石属性,density,density_unit,det_den,vp,dvp,vs,dvs,pressure,pressure_unit,temperature,felsic_or_mafic,rock_facies,sio2_wt,source,method
Qtz Diorite,,,2.790,g/cm3,,6.384,,3.955,,0.600,GPa,25,,,75.710,Miller&Christensen 1994,compiled_518_strict
Diorite,,,3.006,g/cm3,,6.940,,3.830,,0.100,GPa,25,,,43.750,Miller&Christensen 1994,compiled_518_strict
Diorite,,,3.006,g/cm3,,7.033,,3.879,,0.200,GPa,25,,,43.750,Miller&Christensen 1994,compiled_518_strict
Diorite,,,3.006,g/cm3,,7.118,,3.949,,0.400,GPa,25,,,43.750,Miller&Christensen 1994,compiled_518_strict
Diorite,,,3.006,g/cm3,,7.166,,3.962,,0.600,GPa,25,,,43.750,Miller&Christensen 1994,compiled_518_strict
Hb Gabbronorite,,,3.022,g/cm3,,7.375,,4.039,,0.100,GPa,25,,,44.600,Miller&Christensen 1994,compiled_518_strict
Hb Gabbronorite,,,3.022,g/cm3,,7.459,,4.108,,0.200,GPa,25,,,44.600,Miller&Christensen 1994,compiled_518_strict
Hb Gabbronorite,,,3.022,g/cm3,,7.530,,4.137,,0.400,GPa,25,,,44.600,Miller&Christensen 1994,compiled_518_strict
Hb Gabbronorite,,,3.022,g/cm3,,7.570,,4.138,,0.600,GPa,25,,,44.600,Miller&Christensen 1994,compiled_518_strict
Olivine Gabbro,,,3.022,g/cm3,,7.234,,3.962,,0.100,GPa,25,,,42.620,Miller&Christensen 1994,compiled_518_strict
Olivine Gabbro,,,3.022,g/cm3,,7.329,,4.027,,0.200,GPa,25,,,42.620,Miller&Christensen 1994,compiled_518_strict
Olivine Gabbro,,,3.022,g/cm3,,7.402,,4.079,,0.400,GPa,25,,,42.620,Miller&Christensen 1994,compiled_518_strict
Olivine Gabbro,,,3.022,g/cm3,,7.442,,4.087,,0.600,GPa,25,,,42.620,Miller&Christensen 1994,compiled_518_strict
Gabbronorite,,,2.957,g/cm3,,6.854,,3.794,,0.100,GPa,25,,,49.960,Miller&Christensen 1994,compiled_518_strict
Gabbronorite,,,2.957,g/cm3,,6.966,,3.838,,0.200,GPa,25,,,49.960,Miller&Christensen 1994,compiled_518_strict
Gabbronorite,,,2.957,g/cm3,,7.054,,3.897,,0.400,GPa,25,,,49.960,Miller&Christensen 1994,compiled_518_strict
Gabbronorite,,,2.957,g/cm3,,7.096,,3.911,,0.600,GPa,25,,,49.960,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,3.000,g/cm3,,6.113,,3.242,,0.100,GPa,25,,,56.550,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,3.000,g/cm3,,6.506,,3.499,,0.200,GPa,25,,,56.550,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,3.000,g/cm3,,6.820,,3.876,,0.400,GPa,25,,,56.550,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,3.000,g/cm3,,6.947,,3.951,,0.600,GPa,25,,,56.550,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.878,g/cm3,,6.519,,3.753,,0.100,GPa,25,,,57.430,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.878,g/cm3,,6.651,,3.837,,0.200,GPa,25,,,57.430,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.878,g/cm3,,6.740,,3.919,,0.400,GPa,25,,,57.430,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.878,g/cm3,,6.783,,3.932,,0.600,GPa,25,,,57.430,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.968,g/cm3,,6.236,,3.421,,0.100,GPa,25,mafic,amphibolite,47.390,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.968,g/cm3,,6.553,,3.593,,0.200,GPa,25,mafic,amphibolite,47.390,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.968,g/cm3,,6.793,,3.807,,0.400,GPa,25,mafic,amphibolite,47.390,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.968,g/cm3,,6.876,,3.837,,0.600,GPa,25,mafic,amphibolite,47.390,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.938,g/cm3,,5.947,,3.244,,0.100,GPa,25,mafic,amphibolite,51.990,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.938,g/cm3,,6.344,,3.576,,0.200,GPa,25,mafic,amphibolite,51.990,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.938,g/cm3,,6.653,,3.898,,0.400,GPa,25,mafic,amphibolite,51.990,Miller&Christensen 1994,compiled_518_strict
Amphibolite,,,2.938,g/cm3,,6.787,,3.953,,0.600,GPa,25,mafic,amphibolite,51.990,Miller&Christensen 1994,compiled_518_strict
Serpentinized Clinopyroxenite,,,2.997,g/cm3,,7.214,,3.964,,0.100,GPa,25,ultramafic,,40.430,Miller&Christensen 1994,compiled_518_strict
Serpentinized Clinopyroxenite,,,2.997,g/cm3,,7.317,,4.077,,0.200,GPa,25,ultramafic,,40.430,Miller&Christensen 1994,compiled_518_strict
Serpentinized Clinopyroxenite,,,2.997,g/cm3,,7.403,,4.210,,0.400,GPa,25,ultramafic,,40.430,Miller&Christensen 1994,compiled_518_strict
Serpentinized Clinopyroxenite,,,2.997,g/cm3,,7.454,,4.247,,0.600,GPa,25,ultramafic,,40.430,Miller&Christensen 1994,compiled_518_strict
Gt-hb Gabbro,,,3.152,g/cm3,,6.618,,3.609,,0.100,GPa,25,,,51.910,Miller&Christensen 1994,compiled_518_strict
Gt-hb Gabbro,,,3.152,g/cm3,,6.965,,3.880,,0.200,GPa,25,,,51.910,Miller&Christensen 1994,compiled_518_strict
Gt-hb Gabbro,,,3.152,g/cm3,,7.182,,4.103,,0.400,GPa,25,,,51.910,Miller&Christensen 1994,compiled_518_strict
Gt-hb Gabbro,,,3.152,g/cm3,,7.275,,4.128,,0.600,GPa,25,,,51.910,Miller&Christensen 1994,compiled_518_strict
Gt Gabbro,,,3.213,g/cm3,,7.047,,3.927,,0.100,GPa,25,,,50.050,Miller&Christensen 1994,compiled_518_strict
Gt Gabbro,,,3.213,g/cm3,,7.255,,4.059,,0.200,GPa,25,,,50.050,Miller&Christensen 1994,compiled_518_strict
Gt Gabbro,,,3.213,g/cm3,,7.390,,4.197,,0.400,GPa,25,,,50.050,Miller&Christensen 1994,compiled_518_strict
Gt Gabbro,,,3.213,g/cm3,,7.445,,4.221,,0.600,GPa,25,,,50.050,Miller&Christensen 1994,compiled_518_strict
Gt Hornblendite,,,3.332,g/cm3,,7.339,,4.087,,0.100,GPa,25,ultramafic,,40.460,Miller&Christensen 1994,compiled_518_strict
Gt Hornblendite,,,3.332,g/cm3,,7.583,,4.284,,0.200,GPa,25,ultramafic,,40.460,Miller&Christensen 1994,compiled_518_strict
Gt Hornblendite,,,3.332,g/cm3,,7.779,,4.484,,0.400,GPa,25,ultramafic,,40.460,Miller&Christensen 1994,compiled_518_strict
Gt Hornblendite,,,3.332,g/cm3,,7.889,,4.520,,0.600,GPa,25,ultramafic,,40.460,Miller&Christensen 1994,compiled_518_strict
Gt Gabbro,,,3.322,g/cm3,,7.159,,3.930,,0.100,GPa,25,,,40.810,Miller&Christensen 1994,compiled_518_strict
Gt Gabbro,,,3.322,g/cm3,,7.660,,4.150,,0.200,GPa,25,,,40.810,Miller&Christensen 1994,compiled_518_strict
Gt Gabbro,,,3.322,g/cm3,,8.006,,4.461,,0.400,GPa,25,,,40.810,Miller&Christensen 1994,compiled_518_strict
Gt Gabbro,,,3.322,g/cm3,,8.135,,4.514,,0.600,GPa,25,,,40.810,Miller&Christensen 1994,compiled_518_strict
Websterite,,,3.335,g/cm3,,7.626,,4.171,,0.100,GPa,25,ultramafic,,47.950,Miller&Christensen 1994,compiled_518_strict
Websterite,,,3.335,g/cm3,,7.848,,4.335,,0.200,GPa,25,ultramafic,,47.950,Miller&Christensen 1994,compiled_518_strict
Websterite,,,3.335,g/cm3,,7.969,,4.466,,0.400,GPa,25,ultramafic,,47.950,Miller&Christensen 1994,compiled_518_strict
Websterite,,,3.335,g/cm3,,8.025,,4.489,,0.600,GPa,25,ultramafic,,47.950,Miller&Christensen 1994,compiled_518_strict
Wehrlite,,,3.171,g/cm3,,7.621,,4.298,,0.100,GPa,25,,,49.030,Miller&Christensen 1994,compiled_518_strict
Wehrlite,,,3.171,g/cm3,,7.686,,4.345,,0.200,GPa,25,,,49.030,Miller&Christensen 1994,compiled_518_strict
Wehrlite,,,3.171,g/cm3,,7.750,,4.394,,0.400,GPa,25,,,49.030,Miller&Christensen 1994,compiled_518_strict
Wehrlite,,,3.171,g/cm3,,7.789,,4.405,,0.600,GPa,25,,,49.030,Miller&Christensen 1994,compiled_518_strict
Chromite Dunite,,,3.299,g/cm3,,8.262,,4.669,,0.100,GPa,25,,,44.250,Miller&Christensen 1994,compiled_518_strict
Chromite Dunite,,,3.299,g/cm3,,8.319,,4.716,,0.200,GPa,25,,,44.250,Miller&Christensen 1994,compiled_518_strict
Chromite Dunite,,,3.299,g/cm3,,8.360,,4.770,,0.400,GPa,25,,,44.250,Miller&Christensen 1994,compiled_518_strict
Chromite Dunite,,,3.299,g/cm3,,8.382,,4.785,,0.600,GPa,25,,,44.250,Miller&Christensen 1994,compiled_518_strict
Granulated Anorthosite,,,2.707,g/cm3,,6.888,,3.694,,0.600,GPa,25,,,52.520,Manghnani et al 1974,compiled_518_strict
Gt-bt-qtz-fsp Gneiss,,,2.702,g/cm3,,6.569,,3.682,,0.600,GPa,25,felsic,granulite,71.340,Manghnani et al 1974,compiled_518_strict
Migmatitic Bt-qtz-fsp Gneiss,,,2.703,g/cm3,,6.530,,3.659,,0.600,GPa,25,felsic,amphibolite,69.830,Manghnani et al 1974,compiled_518_strict
Ferroaugite Granulite,,,2.728,g/cm3,,6.536,,3.501,,0.600,GPa,25,intermediate,granulite,62.190,Manghnani et al 1974,compiled_518_strict
Charnockite,,,2.739,g/cm3,,6.484,,3.563,,0.600,GPa,25,,,67.060,Manghnani et al 1974,compiled_518_strict
Gabbroic Anorthosite Granulite,,,2.777,g/cm3,,7.003,,3.666,,0.600,GPa,25,intermediate,,54.450,Manghnani et al 1974,compiled_518_strict
Gabbroic Anorthosite Granulite,,,2.785,g/cm3,,6.943,,3.724,,0.600,GPa,25,intermediate,,54.110,Manghnani et al 1974,compiled_518_strict
"Quartz, Mangerite",,,2.826,g/cm3,,6.549,,3.817,,0.600,GPa,25,,,60.510,Manghnani et al 1974,compiled_518_strict
Mangerite,,,2.952,g/cm3,,6.706,,3.728,,0.600,GPa,25,,,53.350,Manghnani et al 1974,compiled_518_strict
Microcline Granulite,,,2.984,g/cm3,,7.137,,3.878,,0.600,GPa,25,,,43.120,Manghnani et al 1974,compiled_518_strict
Gabbroic Granulite,,,3.041,g/cm3,,7.146,,3.992,,0.600,GPa,25,mafic,granulite,46.440,Manghnani et al 1974,compiled_518_strict
Py-plg Granulite,,,3.067,g/cm3,,7.026,,3.908,,0.600,GPa,25,mafic,granulite,49.170,Manghnani et al 1974,compiled_518_strict
Metasedimentary Granulite,,,3.086,g/cm3,,6.946,,3.737,,0.600,GPa,25,,granulite,46.030,Manghnani et al 1974,compiled_518_strict
Gabbroic Granulite,,,3.170,g/cm3,,7.223,,4.057,,0.600,GPa,25,mafic,granulite,43.170,Manghnani et al 1974,compiled_518_strict
Gabbroic Granulite,,,3.232,g/cm3,,7.082,,3.855,,0.600,GPa,25,,,42.320,Manghnani et al 1974,compiled_518_strict
Almandine-cpx Granulite,,,3.244,g/cm3,,7.228,,4.092,,0.600,GPa,25,mafic,granulite,47.160,Manghnani et al 1974,compiled_518_strict
Pyroxenite Gneiss,,,3.714,g/cm3,,7.265,,3.929,,0.600,GPa,25,,,38.910,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.270,g/cm3,,8.066,,4.410,,0.600,GPa,25,,,49.800,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.364,g/cm3,,8.028,,4.312,,0.600,GPa,25,,,46.040,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.412,g/cm3,,7.974,,4.479,,0.600,GPa,25,,,48.830,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.422,g/cm3,,8.062,,4.324,,0.600,GPa,25,,,39.590,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.422,g/cm3,,8.090,,4.527,,0.600,GPa,25,,,46.560,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.421,g/cm3,,8.001,,4.625,,0.600,GPa,25,,,48.930,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.424,g/cm3,,7.836,,4.277,,0.600,GPa,25,,,45.130,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.446,g/cm3,,8.532,,4.682,,0.600,GPa,25,,,48.900,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.442,g/cm3,,8.124,,4.584,,0.600,GPa,25,,,48.790,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.462,g/cm3,,8.235,,4.593,,0.600,GPa,25,,,47.900,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.500,g/cm3,,8.246,,4.471,,0.600,GPa,25,,,42.510,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.519,g/cm3,,8.115,,4.680,,0.600,GPa,25,,,44.720,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.539,g/cm3,,8.168,,4.717,,0.600,GPa,25,,,44.630,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.577,g/cm3,,8.352,,4.817,,0.600,GPa,25,,,45.080,Manghnani et al 1974,compiled_518_strict
Eclogite,,,3.585,g/cm3,,8.348,,4.641,,0.600,GPa,25,,,44.800,Manghnani et al 1974,compiled_518_strict
Granulite,,,2.681,g/cm3,,6.360,,3.630,,0.100,GPa,25,felsic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.681,g/cm3,,6.443,,3.670,,0.200,GPa,25,felsic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.681,g/cm3,,6.523,,3.725,,0.400,GPa,25,felsic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.681,g/cm3,,6.572,,3.738,,0.600,GPa,25,felsic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.712,g/cm3,,6.060,,3.250,,0.100,GPa,25,felsic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.712,g/cm3,,6.166,,3.310,,0.200,GPa,25,felsic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.712,g/cm3,,6.313,,3.510,,0.400,GPa,25,felsic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.712,g/cm3,,6.409,,3.576,,0.600,GPa,25,felsic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.728,g/cm3,,6.490,,3.430,,0.100,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.728,g/cm3,,6.563,,3.480,,0.200,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.728,g/cm3,,6.640,,3.555,,0.400,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.728,g/cm3,,6.689,,3.580,,0.600,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.830,g/cm3,,6.400,,3.240,,0.100,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.830,g/cm3,,6.542,,3.330,,0.200,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.830,g/cm3,,6.656,,3.416,,0.400,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.830,g/cm3,,6.707,,3.434,,0.600,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.845,g/cm3,,6.400,,3.310,,0.100,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.845,g/cm3,,6.534,,3.370,,0.200,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.845,g/cm3,,6.650,,3.481,,0.400,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.845,g/cm3,,6.703,,3.501,,0.600,GPa,25,intermediate,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.899,g/cm3,,6.750,,3.610,,0.100,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.899,g/cm3,,6.832,,3.650,,0.200,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.899,g/cm3,,6.909,,3.705,,0.400,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.899,g/cm3,,6.953,,3.721,,0.600,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.928,g/cm3,,6.820,,3.680,,0.100,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.928,g/cm3,,6.894,,3.730,,0.200,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.928,g/cm3,,6.972,,3.794,,0.400,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.928,g/cm3,,7.012,,3.812,,0.600,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.983,g/cm3,,6.510,,3.530,,0.100,GPa,25,mafic,amphibolite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.983,g/cm3,,6.730,,3.630,,0.200,GPa,25,mafic,amphibolite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.983,g/cm3,,6.907,,3.790,,0.400,GPa,25,mafic,amphibolite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,2.983,g/cm3,,6.994,,3.821,,0.600,GPa,25,mafic,amphibolite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,3.035,g/cm3,,7.110,,3.910,,0.100,GPa,25,mafic,amphibolite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,3.035,g/cm3,,7.234,,3.970,,0.200,GPa,25,mafic,amphibolite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,3.035,g/cm3,,7.316,,4.118,,0.400,GPa,25,mafic,amphibolite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,3.035,g/cm3,,7.367,,4.154,,0.600,GPa,25,mafic,amphibolite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,3.085,g/cm3,,6.680,,3.480,,0.100,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,3.085,g/cm3,,7.055,,3.710,,0.200,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,3.085,g/cm3,,7.293,,3.946,,0.400,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Granulite,,,3.085,g/cm3,,7.400,,3.982,,0.600,GPa,25,mafic,granulite,,Christensen&Fountain 1975,compiled_518_strict
Eclogite,,,3.307,g/cm3,,8.180,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.307,g/cm3,,8.300,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.307,g/cm3,,8.340,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.307,g/cm3,,8.370,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.307,g/cm3,,8.410,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.307,g/cm3,,8.430,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.390,g/cm3,,7.550,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.390,g/cm3,,7.690,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.390,g/cm3,,7.810,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.390,g/cm3,,7.880,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.390,g/cm3,,7.950,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.390,g/cm3,,7.990,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.371,g/cm3,,7.430,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.371,g/cm3,,7.625,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.371,g/cm3,,7.740,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.371,g/cm3,,7.810,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.371,g/cm3,,7.860,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.371,g/cm3,,7.920,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.338,g/cm3,,7.590,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.338,g/cm3,,7.780,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.338,g/cm3,,7.880,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.338,g/cm3,,7.940,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.338,g/cm3,,7.980,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.338,g/cm3,,8.030,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.360,g/cm3,,7.860,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.360,g/cm3,,8.000,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.360,g/cm3,,8.070,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.360,g/cm3,,8.100,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.360,g/cm3,,8.130,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.360,g/cm3,,8.160,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.366,g/cm3,,7.960,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.366,g/cm3,,8.030,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.366,g/cm3,,8.070,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.366,g/cm3,,8.100,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.366,g/cm3,,8.130,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.366,g/cm3,,8.160,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.515,g/cm3,,7.740,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.515,g/cm3,,7.820,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.515,g/cm3,,7.880,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.515,g/cm3,,7.910,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.515,g/cm3,,7.940,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.515,g/cm3,,7.960,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.713,g/cm3,,8.290,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.713,g/cm3,,8.440,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.713,g/cm3,,8.520,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.713,g/cm3,,8.570,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.713,g/cm3,,8.590,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.713,g/cm3,,8.630,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.481,g/cm3,,7.630,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.481,g/cm3,,7.840,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.481,g/cm3,,7.950,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.481,g/cm3,,8.020,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.481,g/cm3,,8.070,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.481,g/cm3,,8.130,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.432,g/cm3,,7.550,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.432,g/cm3,,7.790,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.432,g/cm3,,7.910,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.432,g/cm3,,7.980,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.432,g/cm3,,8.010,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.432,g/cm3,,8.070,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.480,g/cm3,,8.000,,,,0.100,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.480,g/cm3,,8.090,,,,0.200,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.480,g/cm3,,8.130,,,,0.300,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.480,g/cm3,,8.160,,,,0.400,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.480,g/cm3,,8.160,,,,0.500,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
Eclogite,,,3.480,g/cm3,,8.180,,,,0.600,GPa,25,,,,Kumazawa et al 1971,compiled_518_strict
